time, nf, ns, fs, ss, fa, sa
3.00, 103, 2, 1.005825, 1.25, 14.92233, 10
3.01, 103, 2, 1.005825, 1.25, 14.92233, 10
3.02, 103, 2, 1.005825, 1.25, 14.92233, 10
3.03, 103, 2, 1.005825, 1.25, 14.92233, 10
3.04, 103, 2, 1.005825, 1.25, 14.92233, 10
3.05, 103, 2, 1.005825, 1.25, 14.92233, 10
3.06, 103, 2, 1.005825, 1.25, 14.92233, 10
3.07, 103, 2, 1.005825, 1.25, 14.92233, 10
3.08, 103, 2, 1.005825, 1.25, 14.92233, 10
3.09, 103, 2, 1.005825, 1.25, 14.92233, 10
3.10, 103, 2, 1.005825, 1.25, 14.92233, 10
3.11, 103, 2, 1.005825, 1.25, 14.92233, 10
3.12, 103, 2, 1.005825, 1.25, 14.92233, 10
3.13, 103, 2, 1.005825, 1.25, 14.92233, 10
3.14, 103, 2, 1.005825, 1.25, 14.92233, 10
3.15, 103, 2, 1.005825, 1.25, 14.92233, 10
3.16, 103, 2, 1.005825, 1.25, 14.92233, 10
3.17, 103, 2, 1.005825, 1.25, 14.92233, 10
3.18, 103, 2, 1.005825, 1.25, 14.92233, 10
3.19, 103, 2, 1.005825, 1.25, 14.92233, 10
3.20, 103, 2, 1.005825, 1.25, 14.92233, 10
3.21, 103, 2, 1.005825, 1.25, 14.92233, 10
3.22, 103, 2, 1.005825, 1.25, 14.92233, 10
3.23, 103, 2, 1.005825, 1.25, 14.92233, 10
3.24, 103, 2, 1.005825, 1.25, 14.92233, 10
3.25, 103, 2, 1.005825, 1.25, 14.92233, 10
3.26, 103, 2, 1.005825, 1.25, 14.92233, 10
3.27, 103, 2, 1.005825, 1.25, 14.92233, 10
3.28, 103, 2, 1.005825, 1.25, 14.92233, 10
3.29, 103, 2, 1.005825, 1.25, 14.92233, 10
3.30, 103, 2, 1.005825, 1.25, 14.92233, 10
3.31, 103, 2, 1.005825, 1.25, 14.92233, 10
3.32, 103, 2, 1.005825, 1.25, 14.92233, 10
3.33, 103, 2, 1.005825, 1.25, 14.92233, 10
3.34, 103, 2, 1.005825, 1.25, 14.92233, 10
3.35, 103, 2, 1.005825, 1.25, 14.92233, 10
3.36, 103, 2, 1.005825, 1.25, 14.92233, 10
3.37, 103, 2, 1.005825, 1.25, 14.92233, 10
3.38, 103, 2, 1.005825, 1.25, 14.92233, 10
3.39, 103, 2, 1.005825, 1.25, 14.92233, 10
3.40, 103, 2, 1.005825, 1.25, 14.92233, 10
3.41, 103, 2, 1.005825, 1.25, 14.92233, 10
3.42, 103, 2, 1.005825, 1.25, 14.92233, 10
3.43, 103, 2, 1.005825, 1.25, 14.92233, 10
3.44, 103, 2, 1.005825, 1.25, 14.92233, 10
3.45, 103, 2, 1.005825, 1.25, 14.92233, 10
3.46, 103, 2, 1.005825, 1.25, 14.92233, 10
3.47, 103, 2, 1.005825, 1.25, 14.92233, 10
3.48, 103, 2, 1.005825, 1.25, 14.92233, 10
3.49, 103, 2, 1.005825, 1.25, 14.92233, 10
3.50, 103, 2, 1.005825, 1.25, 14.92233, 10
3.51, 103, 2, 1.005825, 1.25, 14.92233, 10
3.52, 103, 2, 1.005825, 1.25, 14.92233, 10
3.53, 103, 2, 1.005825, 1.25, 14.92233, 10
3.54, 103, 2, 1.005825, 1.25, 14.92233, 10
3.55, 103, 2, 1.005825, 1.25, 14.92233, 10
3.56, 103, 2, 1.005825, 1.25, 14.92233, 10
3.57, 103, 2, 1.005825, 1.25, 14.92233, 10
3.58, 103, 2, 1.005825, 1.25, 14.92233, 10
3.59, 103, 2, 1.005825, 1.25, 14.92233, 10
3.60, 103, 2, 1.005825, 1.25, 14.92233, 10
3.61, 103, 2, 1.005825, 1.25, 14.92233, 10
3.62, 103, 2, 1.005825, 1.25, 14.92233, 10
3.63, 103, 2, 1.005825, 1.25, 14.92233, 10
3.64, 103, 2, 1.005825, 1.25, 14.92233, 10
3.65, 103, 2, 1.005825, 1.25, 14.92233, 10
3.66, 103, 2, 1.005825, 1.25, 14.92233, 10
3.67, 103, 2, 1.005825, 1.25, 14.92233, 10
3.68, 103, 2, 1.005825, 1.25, 14.92233, 10
3.69, 103, 2, 1.005825, 1.25, 14.92233, 10
3.70, 103, 2, 1.005825, 1.25, 14.92233, 10
3.71, 103, 2, 1.005825, 1.25, 14.92233, 10
3.72, 103, 2, 1.005825, 1.25, 14.92233, 10
3.73, 103, 2, 1.005825, 1.25, 14.92233, 10
3.74, 103, 2, 1.005825, 1.25, 14.92233, 10
3.75, 103, 2, 1.005825, 1.25, 14.92233, 10
3.76, 103, 2, 1.005825, 1.25, 14.92233, 10
3.77, 103, 2, 1.005825, 1.25, 14.92233, 10
3.78, 103, 2, 1.005825, 1.25, 14.92233, 10
3.79, 103, 2, 1.005825, 1.25, 14.92233, 10
3.80, 103, 2, 1.005825, 1.25, 14.92233, 10
3.81, 103, 2, 1.005825, 1.25, 14.92233, 10
3.82, 103, 2, 1.005825, 1.25, 14.92233, 10
3.83, 103, 2, 1.005825, 1.25, 14.92233, 10
3.84, 103, 2, 1.005825, 1.25, 14.92233, 10
3.85, 103, 2, 1.005825, 1.25, 14.92233, 10
3.86, 103, 2, 1.005825, 1.25, 14.92233, 10
3.87, 103, 2, 1.005825, 1.25, 14.92233, 10
3.88, 103, 2, 1.005825, 1.25, 14.92233, 10
3.89, 103, 2, 1.005825, 1.25, 14.92233, 10
3.90, 103, 2, 1.005825, 1.25, 14.92233, 10
3.91, 103, 2, 1.005825, 1.25, 14.92233, 10
3.92, 103, 2, 1.005825, 1.25, 14.92233, 10
3.93, 103, 2, 1.005825, 1.25, 14.92233, 10
3.94, 103, 2, 1.005825, 1.25, 14.92233, 10
3.95, 103, 2, 1.005825, 1.25, 14.92233, 10
3.96, 103, 2, 1.005825, 1.25, 14.92233, 10
3.97, 103, 2, 1.005825, 1.25, 14.92233, 10
3.98, 103, 2, 1.005825, 1.25, 14.92233, 10
3.99, 103, 2, 1.005825, 1.25, 14.92233, 10
4.00, 103, 2, 1.005825, 1.25, 14.92233, 10
4.01, 103, 2, 1.005825, 1.25, 14.92233, 10
4.02, 103, 2, 1.005825, 1.25, 14.92233, 10
4.03, 103, 2, 1.005825, 1.25, 14.92233, 10
4.04, 103, 2, 1.005825, 1.25, 14.92233, 10
4.05, 103, 2, 1.005825, 1.25, 14.92233, 10
4.06, 103, 2, 1.005825, 1.25, 14.92233, 10
4.07, 103, 2, 1.005825, 1.25, 14.92233, 10
4.08, 103, 2, 1.005825, 1.25, 14.92233, 10
4.09, 103, 2, 1.005825, 1.25, 14.92233, 10
4.10, 103, 2, 1.005825, 1.25, 14.92233, 10
4.11, 103, 2, 1.005825, 1.25, 14.92233, 10
4.12, 103, 2, 1.005825, 1.25, 14.92233, 10
4.13, 103, 2, 1.005825, 1.25, 14.92233, 10
4.14, 103, 2, 1.005825, 1.25, 14.92233, 10
4.15, 103, 2, 1.005825, 1.25, 14.92233, 10
4.16, 104, 2, 1.006731, 1.25, 14.90385, 10
4.17, 104, 2, 1.006731, 1.25, 14.90385, 10
4.18, 104, 2, 1.006731, 1.25, 14.90385, 10
4.19, 104, 2, 1.006731, 1.25, 14.90385, 10
4.20, 105, 2, 1.005714, 1.25, 14.92381, 10
4.21, 105, 2, 1.005714, 1.25, 14.92381, 10
4.22, 105, 2, 1.005714, 1.25, 14.92381, 10
4.23, 105, 2, 1.005714, 1.25, 14.92381, 10
4.24, 105, 2, 1.005714, 1.25, 14.92381, 10
4.25, 105, 2, 1.005714, 1.25, 14.92381, 10
4.26, 105, 2, 1.005714, 1.25, 14.92381, 10
4.27, 105, 2, 1.005714, 1.25, 14.92381, 10
4.28, 105, 2, 1.005714, 1.25, 14.92381, 10
4.29, 105, 2, 1.005714, 1.25, 14.92381, 10
4.30, 105, 2, 1.005714, 1.25, 14.92381, 10
4.31, 105, 2, 1.005714, 1.25, 14.92381, 10
4.32, 105, 2, 1.005714, 1.25, 14.92381, 10
4.33, 105, 2, 1.005714, 1.25, 14.92381, 10
4.34, 105, 2, 1.005714, 1.25, 14.92381, 10
4.35, 105, 2, 1.005714, 1.25, 14.92381, 10
4.36, 105, 2, 1.005714, 1.25, 14.92381, 10
4.37, 105, 2, 1.005714, 1.25, 14.92381, 10
4.38, 105, 2, 1.005714, 1.25, 14.92381, 10
4.39, 105, 2, 1.005714, 1.25, 14.92381, 10
4.40, 105, 2, 1.005714, 1.25, 14.92381, 10
4.41, 105, 2, 1.005714, 1.25, 14.92381, 10
4.42, 105, 2, 1.005714, 1.25, 14.92381, 10
4.43, 105, 2, 1.005714, 1.25, 14.92381, 10
4.44, 105, 2, 1.005714, 1.25, 14.92381, 10
4.45, 105, 2, 1.005714, 1.25, 14.92381, 10
4.46, 105, 2, 1.005714, 1.25, 14.92381, 10
4.47, 105, 2, 1.005714, 1.25, 14.92381, 10
4.48, 105, 2, 1.005714, 1.25, 14.92381, 10
4.49, 105, 2, 1.005714, 1.25, 14.92381, 10
4.50, 105, 2, 1.005714, 1.25, 14.92381, 10
4.51, 105, 2, 1.005714, 1.25, 14.92381, 10
4.52, 105, 2, 1.005714, 1.25, 14.92381, 10
4.53, 105, 2, 1.005714, 1.25, 14.92381, 10
4.54, 105, 2, 1.005714, 1.25, 14.92381, 10
4.55, 105, 2, 1.005714, 1.25, 14.92381, 10
4.56, 105, 2, 1.005714, 1.25, 14.92381, 10
4.57, 105, 2, 1.005714, 1.25, 14.92381, 10
4.58, 105, 2, 1.005714, 1.25, 14.92381, 10
4.59, 105, 2, 1.005714, 1.25, 14.92381, 10
4.60, 105, 2, 1.005714, 1.25, 14.92381, 10
4.61, 105, 2, 1.005714, 1.25, 14.92381, 10
4.62, 105, 2, 1.005714, 1.25, 14.92381, 10
4.63, 105, 2, 1.005714, 1.25, 14.92381, 10
4.64, 106, 2, 1.004717, 1.25, 14.90566, 10
4.65, 106, 2, 1.004717, 1.25, 14.90566, 10
4.66, 106, 2, 1.004717, 1.25, 14.90566, 10
4.67, 106, 2, 1.004717, 1.25, 14.90566, 10
4.68, 106, 2, 1.004717, 1.25, 14.90566, 10
4.69, 106, 2, 1.004717, 1.25, 14.90566, 10
4.70, 106, 2, 1.004717, 1.25, 14.90566, 10
4.71, 106, 2, 1.004717, 1.25, 14.90566, 10
4.72, 106, 2, 1.004717, 1.25, 14.90566, 10
4.73, 106, 2, 1.004717, 1.25, 14.90566, 10
4.74, 106, 2, 1.004717, 1.25, 14.90566, 10
4.75, 106, 2, 1.004717, 1.25, 14.90566, 10
4.76, 106, 2, 1.004717, 1.25, 14.90566, 10
4.77, 106, 2, 1.004717, 1.25, 14.90566, 10
4.78, 106, 2, 1.004717, 1.25, 14.90566, 10
4.79, 106, 2, 1.004717, 1.25, 14.90566, 10
4.80, 106, 2, 1.004717, 1.25, 14.90566, 10
4.81, 106, 2, 1.004717, 1.25, 14.90566, 10
4.82, 106, 2, 1.004717, 1.25, 14.90566, 10
4.83, 106, 2, 1.004717, 1.25, 14.90566, 10
4.84, 105, 2, 1.004762, 1.25, 14.90476, 10
4.85, 105, 2, 1.004762, 1.25, 14.90476, 10
4.86, 105, 2, 1.004762, 1.25, 14.90476, 10
4.87, 105, 2, 1.004762, 1.25, 14.90476, 10
4.88, 105, 2, 1.004762, 1.25, 14.90476, 10
4.89, 105, 2, 1.004762, 1.25, 14.90476, 10
4.90, 105, 2, 1.004762, 1.25, 14.90476, 10
4.91, 105, 2, 1.004762, 1.25, 14.90476, 10
4.92, 105, 2, 1.004762, 1.25, 14.90476, 10
4.93, 105, 2, 1.004762, 1.25, 14.90476, 10
4.94, 105, 2, 1.004762, 1.25, 14.90476, 10
4.95, 105, 2, 1.004762, 1.25, 14.90476, 10
4.96, 105, 2, 1.004762, 1.25, 14.90476, 10
4.97, 105, 2, 1.004762, 1.25, 14.90476, 10
4.98, 105, 2, 1.004762, 1.25, 14.90476, 10
4.99, 105, 2, 1.004762, 1.25, 14.90476, 10
5.00, 105, 2, 1.004762, 1.25, 14.90476, 10
