id, if, is, fsr, mfs, sdfs, dfs, mss, sdss, dss, mfa, sdfa, dfa, msa, sdsa, dsa, frm, srm
12032017145608, 100, 5,0.5, 1, 0.5, 0.1, 1.25, 0.75, 0.1, 20, 10, 2, 20, 5, 1, 1, 1
