time, nf, ns, fs, ss, fa, sa
0.64, 100, 5, 1.000339, 1.201537, 20.1196, 19.91691
0.65, 100, 5, 1.000339, 1.201537, 20.1196, 19.91691
0.66, 100, 5, 1.000339, 1.201537, 20.1196, 19.91691
0.67, 100, 5, 1.000339, 1.201537, 20.1196, 19.91691
0.68, 100, 5, 1.000339, 1.201537, 20.1196, 19.91691
0.69, 100, 5, 1.000339, 1.201537, 20.1196, 19.91691
0.70, 100, 5, 1.000339, 1.201537, 20.1196, 19.91691
0.71, 100, 5, 1.000339, 1.201537, 20.1196, 19.91691
0.72, 100, 5, 1.000339, 1.201537, 20.1196, 19.91691
0.73, 100, 5, 1.000339, 1.201537, 20.1196, 19.91691
0.74, 100, 5, 1.000339, 1.201537, 20.1196, 19.91691
0.75, 100, 5, 1.000339, 1.201537, 20.1196, 19.91691
0.76, 100, 5, 1.000339, 1.201537, 20.1196, 19.91691
0.77, 100, 5, 1.000339, 1.201537, 20.1196, 19.91691
0.78, 100, 5, 1.000339, 1.201537, 20.1196, 19.91691
0.79, 99, 5, 1.000734, 1.201537, 20.13857, 19.91691
0.80, 99, 5, 1.000734, 1.201537, 20.13857, 19.91691
0.81, 99, 5, 1.000734, 1.201537, 20.13857, 19.91691
0.82, 99, 5, 1.000734, 1.201537, 20.13857, 19.91691
0.83, 99, 5, 1.000734, 1.201537, 20.13857, 19.91691
0.84, 99, 5, 1.000734, 1.201537, 20.13857, 19.91691
0.85, 99, 5, 1.000734, 1.201537, 20.13857, 19.91691
0.86, 99, 5, 1.000734, 1.201537, 20.13857, 19.91691
0.87, 99, 5, 1.000734, 1.201537, 20.13857, 19.91691
0.88, 99, 5, 1.000734, 1.201537, 20.13857, 19.91691
0.89, 99, 5, 1.000734, 1.201537, 20.13857, 19.91691
0.90, 99, 5, 1.000734, 1.201537, 20.13857, 19.91691
0.91, 99, 5, 1.000734, 1.201537, 20.13857, 19.91691
0.92, 98, 5, 1.000843, 1.201537, 20.16217, 19.91691
0.93, 98, 5, 1.000843, 1.201537, 20.16217, 19.91691
0.94, 98, 5, 1.000843, 1.201537, 20.16217, 19.91691
0.95, 98, 5, 1.000843, 1.201537, 20.16217, 19.91691
0.96, 98, 5, 1.000843, 1.201537, 20.16217, 19.91691
0.97, 98, 5, 1.000843, 1.201537, 20.16217, 19.91691
0.98, 98, 5, 1.000843, 1.201537, 20.16217, 19.91691
0.99, 98, 5, 1.000843, 1.201537, 20.16217, 19.91691
1.00, 98, 5, 1.000843, 1.201537, 20.16217, 19.91691
1.01, 98, 5, 1.000843, 1.201537, 20.16217, 19.91691
1.02, 98, 5, 1.000843, 1.201537, 20.16217, 19.91691
1.03, 98, 5, 1.000843, 1.201537, 20.16217, 19.91691
1.04, 98, 5, 1.000843, 1.201537, 20.16217, 19.91691
1.05, 98, 5, 1.000843, 1.201537, 20.16217, 19.91691
1.06, 98, 5, 1.000843, 1.201537, 20.16217, 19.91691
1.07, 98, 5, 1.000843, 1.201537, 20.16217, 19.91691
1.08, 98, 5, 1.000843, 1.201537, 20.16217, 19.91691
1.09, 98, 5, 1.000843, 1.201537, 20.16217, 19.91691
1.10, 98, 5, 1.000843, 1.201537, 20.16217, 19.91691
1.11, 98, 5, 1.000843, 1.201537, 20.16217, 19.91691
