time, nf, ns, fs, ss, fa, sa
3.07, 96, 2, 1.001042, 1.25, 15.00208, 10
3.08, 96, 2, 1.001042, 1.25, 15.00208, 10
3.09, 96, 2, 1.001042, 1.25, 15.00208, 10
3.10, 96, 2, 1.001042, 1.25, 15.00208, 10
3.11, 96, 2, 1.001042, 1.25, 15.00208, 10
3.12, 96, 2, 1.001042, 1.25, 15.00208, 10
3.13, 96, 2, 1.001042, 1.25, 15.00208, 10
3.14, 96, 2, 1.001042, 1.25, 15.00208, 10
3.15, 96, 2, 1.001042, 1.25, 15.00208, 10
3.16, 96, 2, 1.001042, 1.25, 15.00208, 10
3.17, 96, 2, 1.001042, 1.25, 15.00208, 10
3.18, 96, 2, 1.001042, 1.25, 15.00208, 10
3.19, 96, 2, 1.001042, 1.25, 15.00208, 10
3.20, 96, 2, 1.001042, 1.25, 15.00208, 10
3.21, 96, 2, 1.001042, 1.25, 15.00208, 10
3.22, 96, 2, 1.001042, 1.25, 15.00208, 10
3.23, 96, 2, 1.001042, 1.25, 15.00208, 10
3.24, 96, 2, 1.001042, 1.25, 15.00208, 10
3.25, 96, 2, 1.001042, 1.25, 15.00208, 10
3.26, 96, 2, 1.001042, 1.25, 15.00208, 10
3.27, 96, 2, 1.001042, 1.25, 15.00208, 10
3.28, 96, 2, 1.001042, 1.25, 15.00208, 10
3.29, 96, 2, 1.001042, 1.25, 15.00208, 10
3.30, 96, 2, 1.001042, 1.25, 15.00208, 10
3.31, 96, 2, 1.001042, 1.25, 15.00208, 10
3.32, 96, 2, 1.001042, 1.25, 15.00208, 10
3.33, 96, 2, 1.001042, 1.25, 15.00208, 10
3.34, 96, 2, 1.001042, 1.25, 15.00208, 10
3.35, 96, 2, 1.001042, 1.25, 15.00208, 10
3.36, 96, 2, 1.001042, 1.25, 15.00208, 10
3.37, 96, 2, 1.001042, 1.25, 15.00208, 10
3.38, 96, 2, 1.001042, 1.25, 15.00208, 10
3.39, 96, 2, 1.001042, 1.25, 15.00208, 10
3.40, 96, 2, 1.001042, 1.25, 15.00208, 10
3.41, 96, 2, 1.001042, 1.25, 15.00208, 10
3.42, 96, 2, 1.001042, 1.25, 15.00208, 10
3.43, 96, 2, 1.001042, 1.25, 15.00208, 10
3.44, 96, 2, 1.001042, 1.25, 15.00208, 10
3.45, 96, 2, 1.001042, 1.25, 15.00208, 10
3.46, 96, 2, 1.001042, 1.25, 15.00208, 10
3.47, 96, 2, 1.001042, 1.25, 15.00208, 10
3.48, 96, 2, 1.001042, 1.25, 15.00208, 10
3.49, 96, 2, 1.001042, 1.25, 15.00208, 10
3.50, 96, 2, 1.001042, 1.25, 15.00208, 10
3.51, 96, 2, 1.001042, 1.25, 15.00208, 10
3.52, 96, 2, 1.001042, 1.25, 15.00208, 10
3.53, 96, 2, 1.001042, 1.25, 15.00208, 10
3.54, 96, 2, 1.001042, 1.25, 15.00208, 10
3.55, 96, 2, 1.001042, 1.25, 15.00208, 10
3.56, 96, 2, 1.001042, 1.25, 15.00208, 10
3.57, 96, 2, 1.001042, 1.25, 15.00208, 10
3.58, 96, 2, 1.001042, 1.25, 15.00208, 10
3.59, 96, 2, 1.001042, 1.25, 15.00208, 10
3.60, 96, 2, 1.001042, 1.25, 15.00208, 10
3.61, 96, 2, 1.001042, 1.25, 15.00208, 10
3.62, 96, 2, 1.001042, 1.25, 15.00208, 10
3.63, 96, 2, 1.001042, 1.25, 15.00208, 10
3.64, 96, 2, 1.001042, 1.25, 15.00208, 10
3.65, 96, 2, 1.001042, 1.25, 15.00208, 10
3.66, 96, 2, 1.001042, 1.25, 15.00208, 10
3.67, 96, 2, 1.001042, 1.25, 15.00208, 10
3.68, 96, 2, 1.001042, 1.25, 15.00208, 10
3.69, 96, 2, 1.001042, 1.25, 15.00208, 10
3.70, 96, 2, 1.001042, 1.25, 15.00208, 10
3.71, 96, 2, 1.001042, 1.25, 15.00208, 10
3.72, 96, 2, 1.001042, 1.25, 15.00208, 10
3.73, 96, 2, 1.001042, 1.25, 15.00208, 10
3.74, 96, 2, 1.001042, 1.25, 15.00208, 10
3.75, 96, 2, 1.001042, 1.25, 15.00208, 10
3.76, 96, 2, 1.001042, 1.25, 15.00208, 10
3.77, 97, 2, 1.002062, 1.25, 15, 10
3.78, 97, 2, 1.002062, 1.25, 15, 10
3.79, 97, 2, 1.002062, 1.25, 15, 10
3.80, 97, 2, 1.002062, 1.25, 15, 10
3.81, 97, 2, 1.002062, 1.25, 15, 10
3.82, 97, 2, 1.002062, 1.25, 15, 10
3.83, 97, 2, 1.002062, 1.25, 15, 10
3.84, 97, 2, 1.002062, 1.25, 15, 10
3.85, 97, 2, 1.002062, 1.25, 15, 10
3.86, 97, 2, 1.002062, 1.25, 15, 10
3.87, 97, 2, 1.002062, 1.25, 15, 10
3.88, 97, 2, 1.002062, 1.25, 15, 10
3.89, 97, 2, 1.002062, 1.25, 15, 10
3.90, 97, 2, 1.002062, 1.25, 15, 10
3.91, 97, 2, 1.002062, 1.25, 15, 10
3.92, 97, 2, 1.002062, 1.25, 15, 10
3.93, 97, 2, 1.002062, 1.25, 15, 10
3.94, 97, 2, 1.002062, 1.25, 15, 10
3.95, 97, 2, 1.002062, 1.25, 15, 10
3.96, 97, 2, 1.002062, 1.25, 15, 10
3.97, 97, 2, 1.002062, 1.25, 15, 10
3.98, 97, 2, 1.002062, 1.25, 15, 10
3.99, 97, 2, 1.002062, 1.25, 15, 10
4.00, 97, 2, 1.002062, 1.25, 15, 10
4.01, 97, 2, 1.002062, 1.25, 15, 10
4.02, 97, 2, 1.002062, 1.25, 15, 10
4.03, 97, 2, 1.002062, 1.25, 15, 10
4.04, 97, 2, 1.002062, 1.25, 15, 10
4.05, 97, 2, 1.002062, 1.25, 15, 10
4.06, 97, 2, 1.002062, 1.25, 15, 10
4.07, 97, 2, 1.002062, 1.25, 15, 10
4.08, 97, 2, 1.002062, 1.25, 15, 10
4.09, 97, 2, 1.002062, 1.25, 15, 10
4.10, 97, 2, 1.002062, 1.25, 15, 10
4.11, 97, 2, 1.002062, 1.25, 15, 10
4.12, 97, 2, 1.002062, 1.25, 15, 10
4.13, 97, 2, 1.002062, 1.25, 15, 10
4.14, 97, 2, 1.002062, 1.25, 15, 10
4.15, 97, 2, 1.002062, 1.25, 15, 10
4.16, 97, 2, 1.002062, 1.25, 15, 10
4.17, 97, 2, 1.002062, 1.25, 15, 10
4.18, 97, 2, 1.002062, 1.25, 15, 10
4.19, 97, 2, 1.002062, 1.25, 15, 10
4.20, 97, 2, 1.002062, 1.25, 15, 10
4.21, 97, 2, 1.002062, 1.25, 15, 10
4.22, 97, 2, 1.002062, 1.25, 15, 10
4.23, 98, 2, 1.00102, 1.25, 15.00204, 10
4.24, 98, 2, 1.00102, 1.25, 15.00204, 10
4.25, 99, 2, 1.00202, 1.25, 15.00404, 10
4.26, 99, 2, 1.00202, 1.25, 15.00404, 10
4.27, 99, 2, 1.00202, 1.25, 15.00404, 10
4.28, 99, 2, 1.00202, 1.25, 15.00404, 10
4.29, 99, 2, 1.00202, 1.25, 15.00404, 10
4.30, 99, 2, 1.00202, 1.25, 15.00404, 10
4.31, 99, 2, 1.00202, 1.25, 15.00404, 10
4.32, 98, 2, 1.002041, 1.25, 15.00408, 10
4.33, 98, 2, 1.002041, 1.25, 15.00408, 10
4.34, 98, 2, 1.002041, 1.25, 15.00408, 10
4.35, 98, 2, 1.002041, 1.25, 15.00408, 10
4.36, 98, 2, 1.002041, 1.25, 15.00408, 10
4.37, 98, 2, 1.002041, 1.25, 15.00408, 10
4.38, 98, 2, 1.002041, 1.25, 15.00408, 10
4.39, 98, 2, 1.002041, 1.25, 15.00408, 10
4.40, 98, 2, 1.002041, 1.25, 15.00408, 10
4.41, 98, 2, 1.002041, 1.25, 15.00408, 10
4.42, 98, 2, 1.002041, 1.25, 15.00408, 10
4.43, 98, 2, 1.002041, 1.25, 15.00408, 10
4.44, 98, 2, 1.002041, 1.25, 15.00408, 10
4.45, 98, 2, 1.002041, 1.25, 15.00408, 10
4.46, 98, 2, 1.002041, 1.25, 15.00408, 10
4.47, 98, 2, 1.002041, 1.25, 15.00408, 10
4.48, 98, 2, 1.002041, 1.25, 15.00408, 10
4.49, 98, 2, 1.002041, 1.25, 15.00408, 10
4.50, 98, 2, 1.002041, 1.25, 15.00408, 10
4.51, 98, 2, 1.002041, 1.25, 15.00408, 10
4.52, 98, 2, 1.002041, 1.25, 15.00408, 10
4.53, 98, 2, 1.002041, 1.25, 15.00408, 10
4.54, 98, 2, 1.002041, 1.25, 15.00408, 10
4.55, 98, 2, 1.002041, 1.25, 15.00408, 10
4.56, 98, 2, 1.002041, 1.25, 15.00408, 10
4.57, 98, 2, 1.002041, 1.25, 15.00408, 10
4.58, 98, 2, 1.002041, 1.25, 15.00408, 10
4.59, 98, 2, 1.002041, 1.25, 15.00408, 10
4.60, 99, 2, 1.00303, 1.25, 15.00606, 10
4.61, 99, 2, 1.00303, 1.25, 15.00606, 10
4.62, 99, 2, 1.00303, 1.25, 15.00606, 10
4.63, 99, 2, 1.00303, 1.25, 15.00606, 10
4.64, 99, 2, 1.00303, 1.25, 15.00606, 10
4.65, 99, 2, 1.00303, 1.25, 15.00606, 10
4.66, 99, 2, 1.00303, 1.25, 15.00606, 10
4.67, 99, 2, 1.00303, 1.25, 15.00606, 10
4.68, 99, 2, 1.00303, 1.25, 15.00606, 10
4.69, 99, 2, 1.00303, 1.25, 15.00606, 10
4.70, 99, 2, 1.00303, 1.25, 15.00606, 10
4.71, 99, 2, 1.00303, 1.25, 15.00606, 10
4.72, 99, 2, 1.00303, 1.25, 15.00606, 10
4.73, 99, 2, 1.00303, 1.25, 15.00606, 10
4.74, 99, 2, 1.00303, 1.25, 15.00606, 10
4.75, 99, 2, 1.00303, 1.25, 15.00606, 10
4.76, 99, 2, 1.00303, 1.25, 15.00606, 10
4.77, 99, 2, 1.00303, 1.25, 15.00606, 10
4.78, 99, 2, 1.00303, 1.25, 15.00606, 10
4.79, 99, 2, 1.00303, 1.25, 15.00606, 10
4.80, 99, 2, 1.00303, 1.25, 15.00606, 10
4.81, 99, 2, 1.00303, 1.25, 15.00606, 10
4.82, 100, 2, 1.002, 1.25, 15.008, 10
4.83, 100, 2, 1.002, 1.25, 15.008, 10
4.84, 99, 2, 1.00202, 1.25, 15.00808, 10
4.85, 99, 2, 1.00202, 1.25, 15.00808, 10
4.86, 100, 2, 1.001, 1.25, 15.01, 10
4.87, 100, 2, 1.001, 1.25, 15.01, 10
4.88, 100, 2, 1.001, 1.25, 15.01, 10
4.89, 101, 2, 1, 1.25, 15.00792, 10
4.90, 101, 2, 1, 1.25, 15.00792, 10
4.91, 101, 2, 1, 1.25, 15.00792, 10
4.92, 101, 2, 1, 1.25, 15.00792, 10
4.93, 101, 2, 1, 1.25, 15.00792, 10
4.94, 101, 2, 1, 1.25, 15.00792, 10
4.95, 101, 2, 1, 1.25, 15.00792, 10
4.96, 101, 2, 1, 1.25, 15.00792, 10
4.97, 102, 2, 1, 1.25, 15.00784, 10
4.98, 102, 2, 1, 1.25, 15.00784, 10
4.99, 102, 2, 1, 1.25, 15.00784, 10
5.00, 102, 2, 1, 1.25, 15.00784, 10
5.01, 102, 2, 1, 1.25, 15.00784, 10
5.02, 102, 2, 1, 1.25, 15.00784, 10
5.03, 102, 2, 1, 1.25, 15.00784, 10
5.04, 102, 2, 1, 1.25, 15.00784, 10
5.05, 102, 2, 1, 1.25, 15.00784, 10
5.06, 102, 2, 1, 1.25, 15.00784, 10
5.07, 102, 2, 1, 1.25, 15.00784, 10
5.08, 102, 2, 1, 1.25, 15.00784, 10
5.09, 102, 2, 1, 1.25, 15.00784, 10
5.10, 102, 2, 1, 1.25, 15.00784, 10
5.11, 102, 2, 1, 1.25, 15.00784, 10
5.12, 102, 2, 1, 1.25, 15.00784, 10
5.13, 102, 2, 1, 1.25, 15.00784, 10
5.14, 102, 2, 1, 1.25, 15.00784, 10
