id, if, is, fsr, mfs, sdfs, dfs, mss, sdss, dss, mfa, sdfa, dfa, msa, sdsa, dsa, frm, srm
12022017195210, 100, 2,0.5, 1, 0.5, 0.1, 1.25, 0.5, 0.1, 15, 10, 2, 10, 5, 1, 1, 1
