id,if,is,fsr,frm,srm,far,sar,mfs,sdfs,dfs,mfa,sdfa,dfa,mfcw,sdfcw,dfcw,mfaw,sdfaw,dfaw,mfsew,sdfsew,dfsew,mfshw,sdfshw,dfshw,mfdw,sdfdw,dfdw,mffw,sdffw,dffw,mss,sdss,dss,msa,sdsa,dsa,mssw,sdssw,dssw,msfw,sdsfw,dsfw,mssize,sdssize,dssize
12042017081529,300,10,3,1,1,0.0001,0.001,1,0.5,0.1,10,15,3,2,1,0.01,2,1,0.01,4,1,0.01,10,1,0.01,10,1,0.01,5,1,0.01,2,0.5,0.1,25,15,2,2,1,0.01,1,1,0.01,5,0.5,0.1
12042017081529,300,10,0.3,1,1,0.0001,0.001,1.584701,0.5,0.1,36.70274,15,3,2.00172,1,0.01,2.138229,1,0.01,4.015348,1,0.01,9.949085,1,0.01,10.04671,1,0.01,5.069831,1,0.01,3.723265,0.5,0.1,47.96747,15,2,1.927416,1,0.01,1.076965,1,0.01,6.449015,0.5,0.1361.60,0,52,0,0,0,0,0,0,0,0,3.733773,48.63239,1.925947,1.080953,6.484233
