time,nf,ns,fs,fa,fcw,faw,fsew,fshw,fdw,ffw,ss,sa,ssw,sfw,ssize
0.86,291,11,0.9957594,10.42973,1.999972,2.000248,3.999447,10.00041,10.00027,5.000035,1.99229,24.39688,1.998613,1.002891,4.852245
0.87,291,11,0.9957594,10.42973,1.999972,2.000248,3.999447,10.00041,10.00027,5.000035,1.99229,24.39688,1.998613,1.002891,4.852245
0.88,288,11,0.9950947,10.46186,2.000061,2.000242,3.999519,10.00039,10.00028,5.000108,1.99229,24.39688,1.998613,1.002891,4.852245
0.89,288,11,0.9950947,10.46186,2.000061,2.000242,3.999519,10.00039,10.00028,5.000108,1.99229,24.39688,1.998613,1.002891,4.852245
0.90,288,11,0.9950947,10.46186,2.000061,2.000242,3.999519,10.00039,10.00028,5.000108,1.99229,24.39688,1.998613,1.002891,4.852245
0.91,288,11,0.9950947,10.46186,2.000061,2.000242,3.999519,10.00039,10.00028,5.000108,1.99229,24.39688,1.998613,1.002891,4.852245
0.92,289,11,0.9951169,10.47284,2.000025,2.000293,3.999607,10.00047,10.00029,5.000158,1.99229,24.39688,1.998613,1.002891,4.852245
0.93,288,12,0.9956036,10.48341,2.000017,2.000238,3.999592,10.00041,10.00029,5.000153,2.010632,24.57487,1.997881,1.001304,4.860367
0.94,287,12,0.995849,10.47658,2.000068,2.000227,3.999549,10.00049,10.00031,5.000152,2.010632,24.57487,1.997881,1.001304,4.860367
0.95,287,12,0.995849,10.47658,2.000068,2.000227,3.999549,10.00049,10.00031,5.000152,2.010632,24.57487,1.997881,1.001304,4.860367
0.96,287,12,0.995849,10.47658,2.000068,2.000227,3.999549,10.00049,10.00031,5.000152,2.010632,24.57487,1.997881,1.001304,4.860367
0.97,287,12,0.9959668,10.48814,2.000089,2.000216,3.999563,10.00053,10.00034,5.000271,2.010632,24.57487,1.997881,1.001304,4.860367
0.98,288,12,0.9956061,10.4909,2.000122,2.000157,3.999563,10.00046,10.00031,5.000267,2.010632,24.57487,1.997881,1.001304,4.860367
0.99,288,12,0.9956061,10.4909,2.000122,2.000157,3.999563,10.00046,10.00031,5.000267,2.010632,24.57487,1.997881,1.001304,4.860367
1.00,288,12,0.9956061,10.4909,2.000122,2.000157,3.999563,10.00046,10.00031,5.000267,2.010632,24.57487,1.997881,1.001304,4.860367
1.01,288,12,0.9956061,10.4909,2.000122,2.000157,3.999563,10.00046,10.00031,5.000267,2.010632,24.57487,1.997881,1.001304,4.860367
1.02,287,12,0.9958013,10.46123,2.00016,2.000155,3.999584,10.00054,10.00036,5.000289,2.010632,24.57487,1.997881,1.001304,4.860367
1.03,287,12,0.9958013,10.46123,2.00016,2.000155,3.999584,10.00054,10.00036,5.000289,2.010632,24.57487,1.997881,1.001304,4.860367
1.04,287,12,0.9958013,10.46123,2.00016,2.000155,3.999584,10.00054,10.00036,5.000289,2.010632,24.57487,1.997881,1.001304,4.860367
1.05,287,12,0.9958013,10.46123,2.00016,2.000155,3.999584,10.00054,10.00036,5.000289,2.010632,24.57487,1.997881,1.001304,4.860367
1.06,288,12,0.9954808,10.47544,2.000151,2.000206,3.999574,10.00053,10.00032,5.00022,2.010632,24.57487,1.997881,1.001304,4.860367
1.07,287,13,0.9952343,10.4805,2.000105,2.000227,3.999552,10.00048,10.0003,5.000297,2.00907,24.42791,1.998149,1.00136,4.878247
1.08,287,14,0.9955527,10.48438,2.000086,2.000147,3.999448,10.00053,10.00024,5.000381,2.017107,24.33917,1.998947,1.000065,4.921103
1.09,288,14,0.9955635,10.48673,2.000181,2.000082,3.999466,10.00054,10.00023,5.000431,2.017107,24.33917,1.998947,1.000065,4.921103
1.10,287,14,0.9959627,10.48359,2.000252,2.000105,3.999429,10.00054,10.00022,5.000454,2.017107,24.33917,1.998947,1.000065,4.921103
1.11,287,14,0.9959627,10.48359,2.000252,2.000105,3.999429,10.00054,10.00022,5.000454,2.017107,24.33917,1.998947,1.000065,4.921103
1.12,287,14,0.9959627,10.48359,2.000252,2.000105,3.999429,10.00054,10.00022,5.000454,2.017107,24.33917,1.998947,1.000065,4.921103
1.13,287,14,0.9959627,10.48359,2.000252,2.000105,3.999429,10.00054,10.00022,5.000454,2.017107,24.33917,1.998947,1.000065,4.921103
1.14,287,14,0.9959627,10.48359,2.000252,2.000105,3.999429,10.00054,10.00022,5.000454,2.017107,24.33917,1.998947,1.000065,4.921103
1.15,287,14,0.9959627,10.48359,2.000252,2.000105,3.999429,10.00054,10.00022,5.000454,2.017107,24.33917,1.998947,1.000065,4.921103
1.16,287,14,0.9959627,10.48359,2.000252,2.000105,3.999429,10.00054,10.00022,5.000454,2.017107,24.33917,1.998947,1.000065,4.921103
1.17,287,14,0.9959627,10.48359,2.000252,2.000105,3.999429,10.00054,10.00022,5.000454,2.017107,24.33917,1.998947,1.000065,4.921103
1.18,286,14,0.9960195,10.48408,2.000223,2.000102,3.99942,10.0005,10.00023,5.000465,2.017107,24.33917,1.998947,1.000065,4.921103
1.19,286,14,0.9960195,10.48408,2.000223,2.000102,3.99942,10.0005,10.00023,5.000465,2.017107,24.33917,1.998947,1.000065,4.921103
1.20,288,14,0.9964761,10.50821,2.000226,2.000013,3.999486,10.00051,10.00038,5.000535,2.017107,24.33917,1.998947,1.000065,4.921103
1.21,288,14,0.9964761,10.50821,2.000226,2.000013,3.999486,10.00051,10.00038,5.000535,2.017107,24.33917,1.998947,1.000065,4.921103
1.22,288,14,0.9964761,10.50821,2.000226,2.000013,3.999486,10.00051,10.00038,5.000535,2.017107,24.33917,1.998947,1.000065,4.921103
1.23,288,14,0.9964761,10.50821,2.000226,2.000013,3.999486,10.00051,10.00038,5.000535,2.017107,24.33917,1.998947,1.000065,4.921103
1.24,288,14,0.9964761,10.50821,2.000226,2.000013,3.999486,10.00051,10.00038,5.000535,2.017107,24.33917,1.998947,1.000065,4.921103
1.25,289,14,0.9962807,10.51367,2.000137,2.000084,3.999371,10.00051,10.00044,5.00051,2.017107,24.33917,1.998947,1.000065,4.921103
1.26,289,14,0.9962807,10.51367,2.000137,2.000084,3.999371,10.00051,10.00044,5.00051,2.017107,24.33917,1.998947,1.000065,4.921103
1.27,287,14,0.996448,10.49685,2.000129,2.000065,3.999314,10.00044,10.00045,5.00055,2.017107,24.33917,1.998947,1.000065,4.921103
1.28,287,14,0.996448,10.49685,2.000129,2.000065,3.999314,10.00044,10.00045,5.00055,2.017107,24.33917,1.998947,1.000065,4.921103
1.29,287,14,0.996448,10.49685,2.000129,2.000065,3.999314,10.00044,10.00045,5.00055,2.017107,24.33917,1.998947,1.000065,4.921103
1.30,287,14,0.996448,10.49685,2.000129,2.000065,3.999314,10.00044,10.00045,5.00055,2.017107,24.33917,1.998947,1.000065,4.921103
1.31,288,14,0.9964182,10.50441,2.000098,2.000084,3.999274,10.00044,10.00054,5.000457,2.017107,24.33917,1.998947,1.000065,4.921103
1.32,289,14,0.9971094,10.49686,2.000092,2.000084,3.999384,10.0004,10.00059,5.000409,2.017107,24.33917,1.998947,1.000065,4.921103
1.33,289,14,0.9971094,10.49686,2.000092,2.000084,3.999384,10.0004,10.00059,5.000409,2.017107,24.33917,1.998947,1.000065,4.921103
1.34,289,14,0.9971094,10.49686,2.000092,2.000084,3.999384,10.0004,10.00059,5.000409,2.017107,24.33917,1.998947,1.000065,4.921103
1.35,288,13,0.9973104,10.50392,2.000035,2.000061,3.999372,10.00043,10.00061,5.000384,2.002085,24.17043,1.999649,1.001313,4.918902
1.36,286,13,0.9978076,10.51722,1.999932,2.000062,3.999367,10.00045,10.00059,5.000456,2.002085,24.17043,1.999649,1.001313,4.918902
1.37,286,13,0.9978076,10.51722,1.999932,2.000062,3.999367,10.00045,10.00059,5.000456,2.002085,24.17043,1.999649,1.001313,4.918902
1.38,285,13,0.9978706,10.54078,1.999913,2.000074,3.999386,10.00046,10.00058,5.000453,2.002085,24.17043,1.999649,1.001313,4.918902
1.39,284,13,0.9977359,10.55407,1.99991,2.000124,3.999399,10.00045,10.00057,5.000405,2.002085,24.17043,1.999649,1.001313,4.918902
1.40,284,13,0.9977359,10.55407,1.99991,2.000124,3.999399,10.00045,10.00057,5.000405,2.002085,24.17043,1.999649,1.001313,4.918902
1.41,284,13,0.9977359,10.55407,1.99991,2.000124,3.999399,10.00045,10.00057,5.000405,2.002085,24.17043,1.999649,1.001313,4.918902
1.42,284,13,0.9977359,10.55407,1.99991,2.000124,3.999399,10.00045,10.00057,5.000405,2.002085,24.17043,1.999649,1.001313,4.918902
1.43,284,13,0.9977359,10.55407,1.99991,2.000124,3.999399,10.00045,10.00057,5.000405,2.002085,24.17043,1.999649,1.001313,4.918902
1.44,284,13,0.9980772,10.55377,1.999769,2.000126,3.999337,10.00044,10.00049,5.000381,2.002085,24.17043,1.999649,1.001313,4.918902
1.45,284,13,0.9980772,10.55377,1.999769,2.000126,3.999337,10.00044,10.00049,5.000381,2.002085,24.17043,1.999649,1.001313,4.918902
1.46,284,13,0.9980772,10.55377,1.999769,2.000126,3.999337,10.00044,10.00049,5.000381,2.002085,24.17043,1.999649,1.001313,4.918902
1.47,283,13,0.997958,10.56285,1.999833,2.000063,3.999324,10.00045,10.00052,5.000398,2.002085,24.17043,1.999649,1.001313,4.918902
1.48,283,13,0.997958,10.56285,1.999833,2.000063,3.999324,10.00045,10.00052,5.000398,2.002085,24.17043,1.999649,1.001313,4.918902
1.49,283,13,0.997958,10.56285,1.999833,2.000063,3.999324,10.00045,10.00052,5.000398,2.002085,24.17043,1.999649,1.001313,4.918902
1.50,283,12,0.997958,10.56285,1.999833,2.000063,3.999324,10.00045,10.00052,5.000398,1.992126,24.2525,1.998842,1.00282,4.872291
1.51,282,12,0.9980161,10.57086,1.999848,2.000009,3.999321,10.00043,10.00056,5.00033,1.992126,24.2525,1.998842,1.00282,4.872291
1.52,282,12,0.9980161,10.57086,1.999848,2.000009,3.999321,10.00043,10.00056,5.00033,1.992126,24.2525,1.998842,1.00282,4.872291
1.53,282,12,0.9980161,10.57086,1.999848,2.000009,3.999321,10.00043,10.00056,5.00033,1.992126,24.2525,1.998842,1.00282,4.872291
1.54,281,12,0.9981355,10.57694,1.999845,2.000025,3.999355,10.00041,10.00049,5.000316,1.992126,24.2525,1.998842,1.00282,4.872291
1.55,281,12,0.9981355,10.57694,1.999845,2.000025,3.999355,10.00041,10.00049,5.000316,1.992126,24.2525,1.998842,1.00282,4.872291
1.56,282,12,0.997793,10.59843,1.999845,2.000043,3.999481,10.00045,10.00053,5.000402,1.992126,24.2525,1.998842,1.00282,4.872291
1.57,282,12,0.997793,10.59843,1.999845,2.000043,3.999481,10.00045,10.00053,5.000402,1.992126,24.2525,1.998842,1.00282,4.872291
1.58,283,12,0.9980915,10.62038,1.999785,1.999996,3.999466,10.00049,10.00051,5.000352,1.992126,24.2525,1.998842,1.00282,4.872291
1.59,283,12,0.9980915,10.62038,1.999785,1.999996,3.999466,10.00049,10.00051,5.000352,1.992126,24.2525,1.998842,1.00282,4.872291
1.60,283,12,0.9980915,10.62038,1.999785,1.999996,3.999466,10.00049,10.00051,5.000352,1.992126,24.2525,1.998842,1.00282,4.872291
1.61,283,12,0.9980915,10.62038,1.999785,1.999996,3.999466,10.00049,10.00051,5.000352,1.992126,24.2525,1.998842,1.00282,4.872291
1.62,282,13,0.9980348,10.61594,1.999778,1.999959,3.999491,10.00053,10.00052,5.000314,1.982911,24.5045,1.997728,1.001252,4.903316
1.63,281,13,0.9979721,10.61841,1.999757,1.99991,3.9995,10.00048,10.00058,5.000278,1.982911,24.5045,1.997728,1.001252,4.903316
1.64,281,13,0.9979721,10.61841,1.999757,1.99991,3.9995,10.00048,10.00058,5.000278,1.982911,24.5045,1.997728,1.001252,4.903316
1.65,281,13,0.9979721,10.61841,1.999757,1.99991,3.9995,10.00048,10.00058,5.000278,1.982911,24.5045,1.997728,1.001252,4.903316
1.66,281,13,0.9979721,10.61841,1.999757,1.99991,3.9995,10.00048,10.00058,5.000278,1.982911,24.5045,1.997728,1.001252,4.903316
1.67,283,13,0.9984161,10.63468,1.999591,1.999935,3.999453,10.00034,10.0005,5.000188,1.982911,24.5045,1.997728,1.001252,4.903316
1.68,282,14,0.9990128,10.61399,1.999596,1.999904,3.999491,10.00035,10.00049,5.000218,1.992817,24.696,1.997128,0.9999644,4.944382
1.69,282,14,0.9990128,10.61399,1.999596,1.999904,3.999491,10.00035,10.00049,5.000218,1.992817,24.696,1.997128,0.9999644,4.944382
1.70,282,14,0.9990128,10.61399,1.999596,1.999904,3.999491,10.00035,10.00049,5.000218,1.992817,24.696,1.997128,0.9999644,4.944382
1.71,282,14,0.9990128,10.61399,1.999596,1.999904,3.999491,10.00035,10.00049,5.000218,1.992817,24.696,1.997128,0.9999644,4.944382
1.72,283,14,0.998332,10.63763,1.999683,1.999909,3.999567,10.0003,10.00054,5.000272,1.992817,24.696,1.997128,0.9999644,4.944382
1.73,283,14,0.998332,10.63763,1.999683,1.999909,3.999567,10.0003,10.00054,5.000272,1.992817,24.696,1.997128,0.9999644,4.944382
1.74,284,14,0.998654,10.66913,1.999647,1.999805,3.999549,10.00023,10.00051,5.000237,1.992817,24.696,1.997128,0.9999644,4.944382
1.75,283,14,0.9987949,10.66123,1.999624,1.999727,3.999582,10.00021,10.00056,5.000165,1.992817,24.696,1.997128,0.9999644,4.944382
1.76,283,14,0.9987949,10.66123,1.999624,1.999727,3.999582,10.00021,10.00056,5.000165,1.992817,24.696,1.997128,0.9999644,4.944382
1.77,284,14,0.9986638,10.65252,1.99962,1.999712,3.999586,10.00029,10.0006,5.000151,1.992817,24.696,1.997128,0.9999644,4.944382
1.78,284,14,0.9986638,10.65252,1.99962,1.999712,3.999586,10.00029,10.0006,5.000151,1.992817,24.696,1.997128,0.9999644,4.944382
1.79,285,14,0.9985439,10.68769,1.999622,1.999771,3.999654,10.00029,10.00063,5.000077,1.992817,24.696,1.997128,0.9999644,4.944382
1.80,285,14,0.9985439,10.68769,1.999622,1.999771,3.999654,10.00029,10.00063,5.000077,1.992817,24.696,1.997128,0.9999644,4.944382
1.81,283,14,0.9985023,10.69274,1.999609,1.999822,3.999639,10.00025,10.0007,5.000089,1.992817,24.696,1.997128,0.9999644,4.944382
1.82,283,14,0.9985023,10.69274,1.999609,1.999822,3.999639,10.00025,10.0007,5.000089,1.992817,24.696,1.997128,0.9999644,4.944382
