time,nf,ns,fs,fa,fcw,faw,fsew,fshw,fdw,ffw,ss,sa,ssw,sfw,ssize
0.28,295,10,1.010738,10.2434,1.999785,1.999425,4.000682,10.00031,9.999571,5.000269,2.000125,25.408,2.000379,0.9994882,4.935514
0.29,295,10,1.010738,10.2434,1.999785,1.999425,4.000682,10.00031,9.999571,5.000269,2.000125,25.408,2.000379,0.9994882,4.935514
0.30,294,10,1.011087,10.23763,1.999758,1.99938,4.000665,10.00038,9.999557,5.000223,2.000125,25.408,2.000379,0.9994882,4.935514
0.31,294,10,1.011087,10.23763,1.999758,1.99938,4.000665,10.00038,9.999557,5.000223,2.000125,25.408,2.000379,0.9994882,4.935514
0.32,294,10,1.011087,10.23763,1.999758,1.99938,4.000665,10.00038,9.999557,5.000223,2.000125,25.408,2.000379,0.9994882,4.935514
0.33,294,10,1.011087,10.23763,1.999758,1.99938,4.000665,10.00038,9.999557,5.000223,2.000125,25.408,2.000379,0.9994882,4.935514
0.34,294,10,1.011087,10.23763,1.999758,1.99938,4.000665,10.00038,9.999557,5.000223,2.000125,25.408,2.000379,0.9994882,4.935514
0.35,293,10,1.011419,10.23769,1.999681,1.999355,4.000659,10.00033,9.999542,5.000236,2.000125,25.408,2.000379,0.9994882,4.935514
0.36,293,10,1.011419,10.23769,1.999681,1.999355,4.000659,10.00033,9.999542,5.000236,2.000125,25.408,2.000379,0.9994882,4.935514
0.37,293,10,1.011419,10.23769,1.999681,1.999355,4.000659,10.00033,9.999542,5.000236,2.000125,25.408,2.000379,0.9994882,4.935514
0.38,293,10,1.011419,10.23769,1.999681,1.999355,4.000659,10.00033,9.999542,5.000236,2.000125,25.408,2.000379,0.9994882,4.935514
0.39,293,10,1.011419,10.23769,1.999681,1.999355,4.000659,10.00033,9.999542,5.000236,2.000125,25.408,2.000379,0.9994882,4.935514
0.40,293,10,1.011419,10.23769,1.999681,1.999355,4.000659,10.00033,9.999542,5.000236,2.000125,25.408,2.000379,0.9994882,4.935514
0.41,293,10,1.011419,10.23769,1.999681,1.999355,4.000659,10.00033,9.999542,5.000236,2.000125,25.408,2.000379,0.9994882,4.935514
0.42,292,10,1.011673,10.25037,1.999693,1.999402,4.000701,10.00034,9.999548,5.000213,2.000125,25.408,2.000379,0.9994882,4.935514
0.43,290,10,1.012225,10.25417,1.999773,1.999427,4.000698,10.00027,9.999617,5.000138,2.000125,25.408,2.000379,0.9994882,4.935514
0.44,290,10,1.012225,10.25417,1.999773,1.999427,4.000698,10.00027,9.999617,5.000138,2.000125,25.408,2.000379,0.9994882,4.935514
0.45,289,10,1.011969,10.25799,1.999784,1.999458,4.000709,10.00024,9.999624,5.000156,2.000125,25.408,2.000379,0.9994882,4.935514
0.46,289,10,1.011969,10.25799,1.999784,1.999458,4.000709,10.00024,9.999624,5.000156,2.000125,25.408,2.000379,0.9994882,4.935514
0.47,289,10,1.011969,10.25799,1.999784,1.999458,4.000709,10.00024,9.999624,5.000156,2.000125,25.408,2.000379,0.9994882,4.935514
0.48,289,10,1.011969,10.25799,1.999784,1.999458,4.000709,10.00024,9.999624,5.000156,2.000125,25.408,2.000379,0.9994882,4.935514
0.49,289,10,1.011969,10.25799,1.999784,1.999458,4.000709,10.00024,9.999624,5.000156,2.000125,25.408,2.000379,0.9994882,4.935514
0.50,289,10,1.011969,10.25799,1.999784,1.999458,4.000709,10.00024,9.999624,5.000156,2.000125,25.408,2.000379,0.9994882,4.935514
0.51,289,10,1.011969,10.25799,1.999784,1.999458,4.000709,10.00024,9.999624,5.000156,2.000125,25.408,2.000379,0.9994882,4.935514
0.52,289,10,1.011969,10.25799,1.999784,1.999458,4.000709,10.00024,9.999624,5.000156,2.000125,25.408,2.000379,0.9994882,4.935514
0.53,288,10,1.011958,10.27315,1.999775,1.999396,4.000713,10.00024,9.999616,5.000113,2.000125,25.408,2.000379,0.9994882,4.935514
0.54,288,10,1.011958,10.27315,1.999775,1.999396,4.000713,10.00024,9.999616,5.000113,2.000125,25.408,2.000379,0.9994882,4.935514
0.55,288,10,1.011958,10.27315,1.999775,1.999396,4.000713,10.00024,9.999616,5.000113,2.000125,25.408,2.000379,0.9994882,4.935514
0.56,288,10,1.011958,10.27315,1.999775,1.999396,4.000713,10.00024,9.999616,5.000113,2.000125,25.408,2.000379,0.9994882,4.935514
0.57,288,10,1.011958,10.27315,1.999775,1.999396,4.000713,10.00024,9.999616,5.000113,2.000125,25.408,2.000379,0.9994882,4.935514
0.58,288,10,1.011958,10.27315,1.999775,1.999396,4.000713,10.00024,9.999616,5.000113,2.000125,25.408,2.000379,0.9994882,4.935514
0.59,288,10,1.011958,10.27315,1.999775,1.999396,4.000713,10.00024,9.999616,5.000113,2.000125,25.408,2.000379,0.9994882,4.935514
0.60,287,10,1.01206,10.26345,1.9998,1.999447,4.0007,10.00023,9.999604,5.000093,2.000125,25.408,2.000379,0.9994882,4.935514
0.61,287,10,1.01206,10.26345,1.9998,1.999447,4.0007,10.00023,9.999604,5.000093,2.000125,25.408,2.000379,0.9994882,4.935514
0.62,287,10,1.01206,10.26345,1.9998,1.999447,4.0007,10.00023,9.999604,5.000093,2.000125,25.408,2.000379,0.9994882,4.935514
0.63,286,10,1.012377,10.26613,1.999842,1.999466,4.00071,10.00027,9.999576,5.000058,2.000125,25.408,2.000379,0.9994882,4.935514
0.64,286,10,1.012377,10.26613,1.999842,1.999466,4.00071,10.00027,9.999576,5.000058,2.000125,25.408,2.000379,0.9994882,4.935514
0.65,286,10,1.012901,10.28817,1.999821,1.999487,4.000812,10.00025,9.999665,5.000055,2.000125,25.408,2.000379,0.9994882,4.935514
0.66,287,10,1.012835,10.30104,1.999765,1.999544,4.000694,10.00032,9.999673,5.000051,2.000125,25.408,2.000379,0.9994882,4.935514
0.67,287,10,1.012835,10.30104,1.999765,1.999544,4.000694,10.00032,9.999673,5.000051,2.000125,25.408,2.000379,0.9994882,4.935514
0.68,287,10,1.012835,10.30104,1.999765,1.999544,4.000694,10.00032,9.999673,5.000051,2.000125,25.408,2.000379,0.9994882,4.935514
0.69,286,10,1.013189,10.30483,1.999804,1.999528,4.000698,10.00034,9.999682,5.000037,2.000125,25.408,2.000379,0.9994882,4.935514
0.70,286,10,1.013189,10.30483,1.999804,1.999528,4.000698,10.00034,9.999682,5.000037,2.000125,25.408,2.000379,0.9994882,4.935514
0.71,286,10,1.013189,10.30483,1.999804,1.999528,4.000698,10.00034,9.999682,5.000037,2.000125,25.408,2.000379,0.9994882,4.935514
0.72,285,10,1.013422,10.29317,1.999792,1.999532,4.000661,10.0004,9.999679,5.000071,2.000125,25.408,2.000379,0.9994882,4.935514
0.73,284,10,1.014156,10.30176,1.999794,1.999562,4.000635,10.00047,9.999675,5.000071,2.000125,25.408,2.000379,0.9994882,4.935514
0.74,284,10,1.014156,10.30176,1.999794,1.999562,4.000635,10.00047,9.999675,5.000071,2.000125,25.408,2.000379,0.9994882,4.935514
0.75,284,10,1.014156,10.30176,1.999794,1.999562,4.000635,10.00047,9.999675,5.000071,2.000125,25.408,2.000379,0.9994882,4.935514
0.76,284,10,1.014156,10.30176,1.999794,1.999562,4.000635,10.00047,9.999675,5.000071,2.000125,25.408,2.000379,0.9994882,4.935514
0.77,284,10,1.014156,10.30176,1.999794,1.999562,4.000635,10.00047,9.999675,5.000071,2.000125,25.408,2.000379,0.9994882,4.935514
0.78,283,10,1.013952,10.31101,1.999776,1.999526,4.00064,10.00046,9.999598,5.00007,2.000125,25.408,2.000379,0.9994882,4.935514
0.79,282,10,1.014156,10.31137,1.999834,1.999505,4.000669,10.00045,9.99959,5.00008,2.000125,25.408,2.000379,0.9994882,4.935514
0.80,282,10,1.014156,10.31137,1.999834,1.999505,4.000669,10.00045,9.99959,5.00008,2.000125,25.408,2.000379,0.9994882,4.935514
0.81,282,10,1.014156,10.31137,1.999834,1.999505,4.000669,10.00045,9.99959,5.00008,2.000125,25.408,2.000379,0.9994882,4.935514
0.82,282,10,1.014156,10.31137,1.999834,1.999505,4.000669,10.00045,9.99959,5.00008,2.000125,25.408,2.000379,0.9994882,4.935514
0.83,282,10,1.014156,10.31137,1.999834,1.999505,4.000669,10.00045,9.99959,5.00008,2.000125,25.408,2.000379,0.9994882,4.935514
0.84,280,10,1.014269,10.29076,1.999802,1.999432,4.000647,10.00044,9.999686,5.00005,2.000125,25.408,2.000379,0.9994882,4.935514
0.85,280,10,1.014269,10.29076,1.999802,1.999432,4.000647,10.00044,9.999686,5.00005,2.000125,25.408,2.000379,0.9994882,4.935514
0.86,280,10,1.014269,10.29076,1.999802,1.999432,4.000647,10.00044,9.999686,5.00005,2.000125,25.408,2.000379,0.9994882,4.935514
0.87,281,10,1.01405,10.31054,1.999799,1.999438,4.000613,10.0004,9.999601,5.000038,2.000125,25.408,2.000379,0.9994882,4.935514
0.88,281,10,1.01405,10.31054,1.999799,1.999438,4.000613,10.0004,9.999601,5.000038,2.000125,25.408,2.000379,0.9994882,4.935514
0.89,280,10,1.014278,10.32026,1.999768,1.999467,4.000616,10.0004,9.999557,5.000051,2.000125,25.408,2.000379,0.9994882,4.935514
0.90,281,10,1.014676,10.35633,1.999728,1.999442,4.000622,10.00035,9.999663,5.00009,2.000125,25.408,2.000379,0.9994882,4.935514
0.91,281,10,1.014676,10.35633,1.999728,1.999442,4.000622,10.00035,9.999663,5.00009,2.000125,25.408,2.000379,0.9994882,4.935514
0.92,281,10,1.014676,10.35633,1.999728,1.999442,4.000622,10.00035,9.999663,5.00009,2.000125,25.408,2.000379,0.9994882,4.935514
0.93,281,10,1.014676,10.35633,1.999728,1.999442,4.000622,10.00035,9.999663,5.00009,2.000125,25.408,2.000379,0.9994882,4.935514
0.94,281,10,1.014676,10.35633,1.999728,1.999442,4.000622,10.00035,9.999663,5.00009,2.000125,25.408,2.000379,0.9994882,4.935514
0.95,282,10,1.014977,10.36945,1.99967,1.999443,4.000559,10.00031,9.999601,5.000053,2.000125,25.408,2.000379,0.9994882,4.935514
0.96,283,10,1.015135,10.36832,1.999659,1.999471,4.000604,10.00026,9.999609,5.000069,2.000125,25.408,2.000379,0.9994882,4.935514
0.97,283,10,1.015135,10.36832,1.999659,1.999471,4.000604,10.00026,9.999609,5.000069,2.000125,25.408,2.000379,0.9994882,4.935514
0.98,280,10,1.016172,10.41081,1.999712,1.999462,4.000534,10.00031,9.999676,5.000076,2.000125,25.408,2.000379,0.9994882,4.935514
0.99,280,10,1.016172,10.41081,1.999712,1.999462,4.000534,10.00031,9.999676,5.000076,2.000125,25.408,2.000379,0.9994882,4.935514
1.00,280,10,1.016172,10.41081,1.999712,1.999462,4.000534,10.00031,9.999676,5.000076,2.000125,25.408,2.000379,0.9994882,4.935514
1.01,280,10,1.016172,10.41081,1.999712,1.999462,4.000534,10.00031,9.999676,5.000076,2.000125,25.408,2.000379,0.9994882,4.935514
1.02,281,10,1.015452,10.41328,1.99973,1.999419,4.000514,10.0004,9.999624,5.000071,2.000125,25.408,2.000379,0.9994882,4.935514
1.03,282,10,1.014565,10.42847,1.999727,1.999359,4.000574,10.00035,9.999711,5.000113,2.000125,25.408,2.000379,0.9994882,4.935514
1.04,282,10,1.014565,10.42847,1.999727,1.999359,4.000574,10.00035,9.999711,5.000113,2.000125,25.408,2.000379,0.9994882,4.935514
1.05,282,10,1.014565,10.42847,1.999727,1.999359,4.000574,10.00035,9.999711,5.000113,2.000125,25.408,2.000379,0.9994882,4.935514
1.06,282,10,1.014565,10.42847,1.999727,1.999359,4.000574,10.00035,9.999711,5.000113,2.000125,25.408,2.000379,0.9994882,4.935514
1.07,282,10,1.014773,10.44386,1.999657,1.999365,4.000498,10.00033,9.999776,5.00006,2.000125,25.408,2.000379,0.9994882,4.935514
1.08,282,10,1.014773,10.44386,1.999657,1.999365,4.000498,10.00033,9.999776,5.00006,2.000125,25.408,2.000379,0.9994882,4.935514
1.09,282,10,1.015238,10.43301,1.999711,1.999391,4.000411,10.00047,9.999731,5.000068,2.000125,25.408,2.000379,0.9994882,4.935514
1.10,284,10,1.015616,10.4257,1.999594,1.999474,4.000344,10.00042,9.999761,5.00007,2.000125,25.408,2.000379,0.9994882,4.935514
1.11,284,10,1.015616,10.4257,1.999594,1.999474,4.000344,10.00042,9.999761,5.00007,2.000125,25.408,2.000379,0.9994882,4.935514
1.12,284,10,1.015616,10.4257,1.999594,1.999474,4.000344,10.00042,9.999761,5.00007,2.000125,25.408,2.000379,0.9994882,4.935514
1.13,284,10,1.015324,10.43432,1.999452,1.999416,4.00031,10.00046,9.999742,4.999972,2.000125,25.408,2.000379,0.9994882,4.935514
1.14,285,10,1.015233,10.43067,1.999551,1.999349,4.000268,10.00047,9.999775,5.000041,2.000125,25.408,2.000379,0.9994882,4.935514
1.15,285,10,1.015233,10.43067,1.999551,1.999349,4.000268,10.00047,9.999775,5.000041,2.000125,25.408,2.000379,0.9994882,4.935514
1.16,285,10,1.015233,10.43067,1.999551,1.999349,4.000268,10.00047,9.999775,5.000041,2.000125,25.408,2.000379,0.9994882,4.935514
1.17,285,10,1.015233,10.43067,1.999551,1.999349,4.000268,10.00047,9.999775,5.000041,2.000125,25.408,2.000379,0.9994882,4.935514
1.18,284,10,1.015621,10.42103,1.999475,1.9994,4.000229,10.00044,9.999732,5.000017,2.000125,25.408,2.000379,0.9994882,4.935514
1.19,284,10,1.015621,10.42103,1.999475,1.9994,4.000229,10.00044,9.999732,5.000017,2.000125,25.408,2.000379,0.9994882,4.935514
1.20,285,10,1.015532,10.44375,1.9995,1.999419,4.000135,10.00042,9.999658,5.000044,2.000125,25.408,2.000379,0.9994882,4.935514
1.21,285,10,1.015532,10.44375,1.9995,1.999419,4.000135,10.00042,9.999658,5.000044,2.000125,25.408,2.000379,0.9994882,4.935514
1.22,285,10,1.015532,10.44375,1.9995,1.999419,4.000135,10.00042,9.999658,5.000044,2.000125,25.408,2.000379,0.9994882,4.935514
1.23,285,10,1.015532,10.44375,1.9995,1.999419,4.000135,10.00042,9.999658,5.000044,2.000125,25.408,2.000379,0.9994882,4.935514
1.24,285,10,1.015532,10.44375,1.9995,1.999419,4.000135,10.00042,9.999658,5.000044,2.000125,25.408,2.000379,0.9994882,4.935514
1.25,285,10,1.015532,10.44375,1.9995,1.999419,4.000135,10.00042,9.999658,5.000044,2.000125,25.408,2.000379,0.9994882,4.935514
1.26,285,10,1.015532,10.44375,1.9995,1.999419,4.000135,10.00042,9.999658,5.000044,2.000125,25.408,2.000379,0.9994882,4.935514
1.27,285,10,1.015532,10.44375,1.9995,1.999419,4.000135,10.00042,9.999658,5.000044,2.000125,25.408,2.000379,0.9994882,4.935514
1.28,285,10,1.015532,10.44375,1.9995,1.999419,4.000135,10.00042,9.999658,5.000044,2.000125,25.408,2.000379,0.9994882,4.935514
1.29,285,10,1.015532,10.44375,1.9995,1.999419,4.000135,10.00042,9.999658,5.000044,2.000125,25.408,2.000379,0.9994882,4.935514
1.30,283,10,1.015386,10.43642,1.999466,1.999411,4.000179,10.00034,9.99967,5.000048,2.000125,25.408,2.000379,0.9994882,4.935514
1.31,283,10,1.015386,10.43642,1.999466,1.999411,4.000179,10.00034,9.99967,5.000048,2.000125,25.408,2.000379,0.9994882,4.935514
1.32,283,10,1.015386,10.43642,1.999466,1.999411,4.000179,10.00034,9.99967,5.000048,2.000125,25.408,2.000379,0.9994882,4.935514
1.33,283,10,1.015386,10.43642,1.999466,1.999411,4.000179,10.00034,9.99967,5.000048,2.000125,25.408,2.000379,0.9994882,4.935514
1.34,283,10,1.015386,10.43642,1.999466,1.999411,4.000179,10.00034,9.99967,5.000048,2.000125,25.408,2.000379,0.9994882,4.935514
1.35,283,10,1.015386,10.43642,1.999466,1.999411,4.000179,10.00034,9.99967,5.000048,2.000125,25.408,2.000379,0.9994882,4.935514
1.36,283,10,1.015386,10.43642,1.999466,1.999411,4.000179,10.00034,9.99967,5.000048,2.000125,25.408,2.000379,0.9994882,4.935514
1.37,283,10,1.015386,10.43642,1.999466,1.999411,4.000179,10.00034,9.99967,5.000048,2.000125,25.408,2.000379,0.9994882,4.935514
1.38,283,10,1.015386,10.43642,1.999466,1.999411,4.000179,10.00034,9.99967,5.000048,2.000125,25.408,2.000379,0.9994882,4.935514
1.39,281,11,1.015384,10.44011,1.999492,1.99939,4.000296,10.00029,9.999649,5.000022,1.992122,25.19037,2.001674,1.000365,4.98074
1.40,281,11,1.015439,10.42808,1.999559,1.999413,4.000354,10.00031,9.999641,4.999996,1.992122,25.19037,2.001674,1.000365,4.98074
1.41,282,11,1.015835,10.46258,1.999589,1.999439,4.00035,10.00033,9.999642,4.999969,1.992122,25.19037,2.001674,1.000365,4.98074
1.42,282,11,1.015835,10.46258,1.999589,1.999439,4.00035,10.00033,9.999642,4.999969,1.992122,25.19037,2.001674,1.000365,4.98074
1.43,282,11,1.015835,10.46258,1.999589,1.999439,4.00035,10.00033,9.999642,4.999969,1.992122,25.19037,2.001674,1.000365,4.98074
1.44,282,11,1.015835,10.46258,1.999589,1.999439,4.00035,10.00033,9.999642,4.999969,1.992122,25.19037,2.001674,1.000365,4.98074
1.45,282,11,1.015835,10.46258,1.999589,1.999439,4.00035,10.00033,9.999642,4.999969,1.992122,25.19037,2.001674,1.000365,4.98074
1.46,282,11,1.015835,10.46258,1.999589,1.999439,4.00035,10.00033,9.999642,4.999969,1.992122,25.19037,2.001674,1.000365,4.98074
1.47,282,11,1.015835,10.46258,1.999589,1.999439,4.00035,10.00033,9.999642,4.999969,1.992122,25.19037,2.001674,1.000365,4.98074
1.48,282,11,1.015835,10.46258,1.999589,1.999439,4.00035,10.00033,9.999642,4.999969,1.992122,25.19037,2.001674,1.000365,4.98074
1.49,282,11,1.015835,10.46258,1.999589,1.999439,4.00035,10.00033,9.999642,4.999969,1.992122,25.19037,2.001674,1.000365,4.98074
1.50,283,11,1.016274,10.47917,1.999577,1.999495,4.000401,10.00028,9.999741,4.999993,1.992122,25.19037,2.001674,1.000365,4.98074
1.51,283,11,1.016274,10.47917,1.999577,1.999495,4.000401,10.00028,9.999741,4.999993,1.992122,25.19037,2.001674,1.000365,4.98074
1.52,283,11,1.016274,10.47917,1.999577,1.999495,4.000401,10.00028,9.999741,4.999993,1.992122,25.19037,2.001674,1.000365,4.98074
1.53,283,11,1.016274,10.47917,1.999577,1.999495,4.000401,10.00028,9.999741,4.999993,1.992122,25.19037,2.001674,1.000365,4.98074
1.54,282,12,1.01596,10.46589,1.999536,1.999539,4.000334,10.00026,9.999773,4.99997,1.991974,25.29863,2.000417,0.9996483,4.972396
1.55,282,12,1.01596,10.46589,1.999536,1.999539,4.000334,10.00026,9.999773,4.99997,1.991974,25.29863,2.000417,0.9996483,4.972396
1.56,282,12,1.015825,10.48231,1.99947,1.999642,4.000337,10.00021,9.999747,4.999924,1.991974,25.29863,2.000417,0.9996483,4.972396
1.57,282,12,1.015825,10.48231,1.99947,1.999642,4.000337,10.00021,9.999747,4.999924,1.991974,25.29863,2.000417,0.9996483,4.972396
1.58,282,12,1.015683,10.4972,1.999439,1.999507,4.000256,10.00019,9.999815,4.999914,1.991974,25.29863,2.000417,0.9996483,4.972396
1.59,283,12,1.015367,10.53239,1.999472,1.999552,4.000334,10.00022,9.999848,4.999953,1.991974,25.29863,2.000417,0.9996483,4.972396
1.60,282,12,1.015336,10.55518,1.999531,1.999592,4.000333,10.0002,9.999825,4.999974,1.991974,25.29863,2.000417,0.9996483,4.972396
1.61,282,12,1.015336,10.55518,1.999531,1.999592,4.000333,10.0002,9.999825,4.999974,1.991974,25.29863,2.000417,0.9996483,4.972396
1.62,282,12,1.015336,10.55518,1.999531,1.999592,4.000333,10.0002,9.999825,4.999974,1.991974,25.29863,2.000417,0.9996483,4.972396
1.63,282,12,1.015336,10.55518,1.999531,1.999592,4.000333,10.0002,9.999825,4.999974,1.991974,25.29863,2.000417,0.9996483,4.972396
1.64,282,12,1.015336,10.55518,1.999531,1.999592,4.000333,10.0002,9.999825,4.999974,1.991974,25.29863,2.000417,0.9996483,4.972396
1.65,282,12,1.015336,10.55518,1.999531,1.999592,4.000333,10.0002,9.999825,4.999974,1.991974,25.29863,2.000417,0.9996483,4.972396
1.66,281,12,1.015922,10.57208,1.999478,1.999594,4.000347,10.00015,9.999832,4.999923,1.991974,25.29863,2.000417,0.9996483,4.972396
1.67,281,12,1.015922,10.57208,1.999478,1.999594,4.000347,10.00015,9.999832,4.999923,1.991974,25.29863,2.000417,0.9996483,4.972396
1.68,281,12,1.015922,10.57208,1.999478,1.999594,4.000347,10.00015,9.999832,4.999923,1.991974,25.29863,2.000417,0.9996483,4.972396
1.69,280,13,1.015471,10.58489,1.999475,1.999581,4.000322,10.00017,9.999802,4.999915,1.976588,25.30073,1.999489,1.000049,5.015576
1.70,279,13,1.01547,10.60645,1.999464,1.999619,4.000332,10.00019,9.999786,4.999944,1.976588,25.30073,1.999489,1.000049,5.015576
1.71,278,13,1.015784,10.61561,1.999421,1.999681,4.00036,10.00015,9.999808,4.99991,1.976588,25.30073,1.999489,1.000049,5.015576
1.72,279,13,1.015789,10.59518,1.999479,1.999646,4.000278,10.00008,9.999838,4.999957,1.976588,25.30073,1.999489,1.000049,5.015576
1.73,279,13,1.015789,10.59518,1.999479,1.999646,4.000278,10.00008,9.999838,4.999957,1.976588,25.30073,1.999489,1.000049,5.015576
1.74,279,13,1.015789,10.59518,1.999479,1.999646,4.000278,10.00008,9.999838,4.999957,1.976588,25.30073,1.999489,1.000049,5.015576
1.75,279,13,1.015789,10.59518,1.999479,1.999646,4.000278,10.00008,9.999838,4.999957,1.976588,25.30073,1.999489,1.000049,5.015576
1.76,279,13,1.015789,10.59518,1.999479,1.999646,4.000278,10.00008,9.999838,4.999957,1.976588,25.30073,1.999489,1.000049,5.015576
1.77,279,13,1.015789,10.59518,1.999479,1.999646,4.000278,10.00008,9.999838,4.999957,1.976588,25.30073,1.999489,1.000049,5.015576
1.78,279,13,1.015789,10.59518,1.999479,1.999646,4.000278,10.00008,9.999838,4.999957,1.976588,25.30073,1.999489,1.000049,5.015576
1.79,280,13,1.015626,10.61741,1.99955,1.999711,4.000211,10.00009,9.999777,4.999961,1.976588,25.30073,1.999489,1.000049,5.015576
1.80,280,13,1.015626,10.61741,1.99955,1.999711,4.000211,10.00009,9.999777,4.999961,1.976588,25.30073,1.999489,1.000049,5.015576
1.81,279,13,1.016104,10.63103,1.999547,1.999675,4.000233,10.00006,9.999804,4.999948,1.976588,25.30073,1.999489,1.000049,5.015576
1.82,280,13,1.016221,10.6502,1.999519,1.999771,4.000193,10.00012,9.999818,5.000007,1.976588,25.30073,1.999489,1.000049,5.015576
1.83,280,13,1.016221,10.6502,1.999519,1.999771,4.000193,10.00012,9.999818,5.000007,1.976588,25.30073,1.999489,1.000049,5.015576
1.84,280,13,1.016221,10.6502,1.999519,1.999771,4.000193,10.00012,9.999818,5.000007,1.976588,25.30073,1.999489,1.000049,5.015576
1.85,281,13,1.015527,10.65444,1.999492,1.999781,4.000215,10.00019,9.99973,5.000033,1.976588,25.30073,1.999489,1.000049,5.015576
1.86,280,13,1.015512,10.6603,1.999478,1.999777,4.000263,10.00025,9.999751,5.000025,1.976588,25.30073,1.999489,1.000049,5.015576
1.87,280,13,1.015512,10.6603,1.999478,1.999777,4.000263,10.00025,9.999751,5.000025,1.976588,25.30073,1.999489,1.000049,5.015576
1.88,280,13,1.015512,10.6603,1.999478,1.999777,4.000263,10.00025,9.999751,5.000025,1.976588,25.30073,1.999489,1.000049,5.015576
1.89,280,13,1.015512,10.6603,1.999478,1.999777,4.000263,10.00025,9.999751,5.000025,1.976588,25.30073,1.999489,1.000049,5.015576
