id,if,is,fsr,frm,srm,far,sar,mfs,sdfs,dfs,mfa,sdfa,dfa,mfcw,sdfcw,dfcw,mfaw,sdfaw,dfaw,mfsew,sdfsew,dfsew,mfshw,sdfshw,dfshw,mfdw,sdfdw,dfdw,mffw,sdffw,dffw,mss,sdss,dss,msa,sdsa,dsa,mssw,sdssw,dssw,msfw,sdsfw,dsfw,mssize,sdssize,dssize
12042017012021,300,10,3,1,1,0.0001,0.0001,1,0.5,0.1,10,15,3,2,1,0.01,2,1,0.01,4,1,0.01,10,1,0.01,10,1,0.01,5,1,0.01,2,0.5,0.1,25,15,2,2,1,0.01,1,1,0.01,5,0.5,0.1id,if,is,fsr,frm,srm,far,sar,mfs,sdfs,dfs,mfa,sdfa,dfa,mfcw,sdfcw,dfcw,mfaw,sdfaw,dfaw,mfsew,sdfsew,dfsew,mfshw,sdfshw,dfshw,mfdw,sdfdw,dfdw,mffw,sdffw,dffw,mss,sdss,dss,msa,sdsa,dsa,mssw,sdssw,dssw,msfw,sdsfw,dsfw,mssize,sdssize,dssize
12042017012021,300,10,0.3,1,1,0.0001,0.0001,1.084256,0.5,0.1,14.75569,15,3,1.992196,1,0.01,1.998776,1,0.01,4.015345,1,0.01,10.00408,1,0.01,10.00049,1,0.01,5.000924,1,0.01,2.038628,0.5,0.1,25.791,15,2,1.999468,1,0.01,0.9978944,1,0.01,5.035874,0.5,0.1
