id,if,is,fsr,frm,srm,far,sar,mfs,sdfs,dfs,mfa,sdfa,dfa,mfcw,sdfcw,dfcw,mfaw,sdfaw,dfaw,mfsew,sdfsew,dfsew,mfshw,sdfshw,dfshw,mfdw,sdfdw,dfdw,mffw,sdffw,dffw,mss,sdss,dss,msa,sdsa,dsa,mssw,sdssw,dssw,msfw,sdsfw,dsfw,mssize,sdssize,dssize
12042017004000,300,3,1,1,1,0.0001,0.0001,1,0.5,0.1,10,15,3,2,1,0.01,2,1,0.01,4,1,0.01,10,1,0.01,10,1,0.01,5,1,0.01,2,0.5,0.1,25,15,2,2,1,0.01,1,1,0.01,5,0.5,0.1id,if,is,fsr,frm,srm,far,sar,mfs,sdfs,dfs,mfa,sdfa,dfa,mfcw,sdfcw,dfcw,mfaw,sdfaw,dfaw,mfsew,sdfsew,dfsew,mfshw,sdfshw,dfshw,mfdw,sdfdw,dfdw,mffw,sdffw,dffw,mss,sdss,dss,msa,sdsa,dsa,mssw,sdssw,dssw,msfw,sdsfw,dsfw,mssize,sdssize,dssize
12042017004000,300,3,1,1,1,0.0001,0.0001,1.003896,0.5,0.1,10.19013,15,3,1.999936,1,0.01,1.99994,1,0.01,4.000018,1,0.01,9.999985,1,0.01,10.00009,1,0.01,4.99993,1,0.01,2.006737,0.5,0.1,25.16329,15,2,2.000152,1,0.01,0.9986901,1,0.01,5.008185,0.5,0.114.65,0,22,0,0,0,0,0,0,0,0,2.042627,26.1105,2.002763,0.9866142,5.234237
